customer_id,order_id,order_date,product_id,product_category,quantity,unit_price,total_amount
636,ORD_636_393033,2024-09-14,PROD_BOO_56,Books,1,15.06,15.06
634,ORD_634_313340,2024-09-14,PROD_ELE_19,Electronics,1,289.15,289.15
48,ORD_48_416950,2024-09-15,PROD_ELE_2,Electronics,1,131.26,131.26
268,ORD_268_297377,2024-09-15,PROD_BOO_64,Books,1,21.17,21.17
402,ORD_402_690500,2024-09-15,PROD_CLO_70,Clothing,1,120.22,120.22
406,ORD_406_262230,2024-09-15,PROD_CLO_13,Clothing,1,25.49,25.49
424,ORD_424_183336,2024-09-15,PROD_BEA_62,Beauty,1,35.73,35.73
753,ORD_753_153379,2024-09-15,PROD_ELE_55,Electronics,1,339.59,339.59
766,ORD_766_100561,2024-09-15,PROD_BEA_7,Beauty,1,29.89,29.89
71,ORD_71_499889,2024-09-16,PROD_BEA_74,Beauty,1,52.25,52.25
720,ORD_720_977885,2024-09-18,PROD_CLO_29,Clothing,1,66.88,66.88
720,ORD_720_977885,2024-09-18,PROD_BEA_64,Beauty,1,39.42,39.42
512,ORD_512_407410,2024-09-19,PROD_HOM_54,Home & Garden,1,89.1,89.1
258,ORD_258_963684,2024-09-19,PROD_HOM_48,Home & Garden,1,82.56,82.56
258,ORD_258_963684,2024-09-19,PROD_BOO_52,Books,1,11.38,11.38
726,ORD_726_319955,2024-09-20,PROD_BOO_28,Books,1,26.64,26.64
726,ORD_726_319955,2024-09-20,PROD_HOM_26,Home & Garden,1,41.12,41.12
323,ORD_323_689593,2024-09-20,PROD_HOM_62,Home & Garden,1,39.19,39.19
89,ORD_89_738577,2024-09-21,PROD_BEA_35,Beauty,1,85.03,85.03
162,ORD_162_111991,2024-09-21,PROD_BOO_34,Books,1,12.74,12.74
77,ORD_77_443939,2024-09-21,PROD_BEA_29,Beauty,1,28.9,28.9
753,ORD_753_638637,2024-09-21,PROD_BOO_46,Books,1,15.77,15.77
363,ORD_363_263573,2024-09-22,PROD_BOO_14,Books,1,9.0,9.0
383,ORD_383_859587,2024-09-22,PROD_SPO_18,Sports,1,56.52,56.52
414,ORD_414_753306,2024-09-22,PROD_CLO_19,Clothing,1,29.28,29.28
780,ORD_780_678972,2024-09-23,PROD_BEA_16,Beauty,1,5.0,5.0
42,ORD_42_113266,2024-09-23,PROD_HOM_54,Home & Garden,1,128.21,128.21
752,ORD_752_283305,2024-09-23,PROD_BOO_10,Books,1,22.96,22.96
752,ORD_752_283305,2024-09-23,PROD_CLO_47,Clothing,1,59.49,59.49
659,ORD_659_862627,2024-09-23,PROD_HOM_11,Home & Garden,1,61.77,61.77
21,ORD_21_265409,2024-09-24,PROD_HOM_57,Home & Garden,2,5.0,10.0
21,ORD_21_172132,2024-09-24,PROD_CLO_32,Clothing,1,49.89,49.89
560,ORD_560_897097,2024-09-24,PROD_ELE_10,Electronics,2,393.36,786.72
323,ORD_323_711116,2024-09-24,PROD_SPO_74,Sports,1,52.56,52.56
612,ORD_612_131208,2024-09-25,PROD_ELE_57,Electronics,1,264.18,264.18
504,ORD_504_839113,2024-09-25,PROD_BEA_9,Beauty,1,17.92,17.92
234,ORD_234_730193,2024-09-25,PROD_SPO_37,Sports,1,71.52,71.52
766,ORD_766_481237,2024-09-27,PROD_SPO_45,Sports,1,112.54,112.54
766,ORD_766_481237,2024-09-27,PROD_HOM_36,Home & Garden,1,75.94,75.94
268,ORD_268_668458,2024-09-28,PROD_CLO_40,Clothing,1,16.5,16.5
135,ORD_135_305837,2024-09-28,PROD_BEA_71,Beauty,1,28.48,28.48
458,ORD_458_927251,2024-09-28,PROD_HOM_55,Home & Garden,2,20.12,40.24
684,ORD_684_668016,2024-09-29,PROD_SPO_51,Sports,1,56.05,56.05
458,ORD_458_336706,2024-09-29,PROD_CLO_24,Clothing,1,68.6,68.6
495,ORD_495_706204,2024-09-30,PROD_CLO_71,Clothing,1,70.6,70.6
358,ORD_358_814703,2024-10-01,PROD_BOO_59,Books,2,10.48,20.97
71,ORD_71_476395,2024-10-02,PROD_HOM_74,Home & Garden,1,48.64,48.64
299,ORD_299_540897,2024-10-02,PROD_BOO_43,Books,1,23.14,23.14
75,ORD_75_712955,2024-10-03,PROD_BEA_49,Beauty,1,19.98,19.98
241,ORD_241_921021,2024-10-03,PROD_ELE_34,Electronics,1,447.35,447.35
344,ORD_344_793223,2024-10-03,PROD_BOO_30,Books,2,5.0,10.0
344,ORD_344_793223,2024-10-03,PROD_CLO_54,Clothing,1,54.19,54.19
660,ORD_660_492446,2024-10-04,PROD_BEA_64,Beauty,1,19.61,19.61
130,ORD_130_848022,2024-10-04,PROD_BEA_57,Beauty,1,14.19,14.19
427,ORD_427_970206,2024-10-05,PROD_CLO_12,Clothing,1,65.82,65.82
427,ORD_427_970206,2024-10-05,PROD_HOM_58,Home & Garden,1,74.45,74.45
3,ORD_3_946335,2024-10-06,PROD_HOM_6,Home & Garden,2,38.81,77.62
277,ORD_277_869649,2024-10-06,PROD_CLO_38,Clothing,2,78.83,157.67
305,ORD_305_315477,2024-10-07,PROD_BEA_2,Beauty,1,52.75,52.75
315,ORD_315_569865,2024-10-07,PROD_CLO_12,Clothing,1,66.86,66.86
733,ORD_733_188720,2024-10-08,PROD_CLO_16,Clothing,1,61.38,61.38
93,ORD_93_794093,2024-10-08,PROD_CLO_55,Clothing,1,23.51,23.51
63,ORD_63_910208,2024-10-08,PROD_SPO_54,Sports,1,8.25,8.25
137,ORD_137_403742,2024-10-08,PROD_SPO_39,Sports,1,93.39,93.39
88,ORD_88_946432,2024-10-08,PROD_BOO_55,Books,1,31.01,31.01
364,ORD_364_901368,2024-10-09,PROD_BOO_70,Books,2,22.67,45.34
303,ORD_303_753404,2024-10-09,PROD_SPO_7,Sports,1,5.0,5.0
364,ORD_364_901368,2024-10-09,PROD_ELE_6,Electronics,1,548.42,548.42
147,ORD_147_843167,2024-10-10,PROD_SPO_73,Sports,1,59.51,59.51
523,ORD_523_944809,2024-10-10,PROD_BOO_55,Books,1,8.79,8.79
523,ORD_523_944809,2024-10-10,PROD_HOM_54,Home & Garden,1,130.97,130.97
505,ORD_505_687997,2024-10-10,PROD_SPO_27,Sports,1,101.58,101.58
222,ORD_222_944565,2024-10-10,PROD_BEA_8,Beauty,1,5.0,5.0
508,ORD_508_593002,2024-10-11,PROD_BEA_69,Beauty,1,29.37,29.37
508,ORD_508_593002,2024-10-11,PROD_SPO_69,Sports,1,114.98,114.98
201,ORD_201_277735,2024-10-11,PROD_CLO_18,Clothing,1,132.91,132.91
328,ORD_328_891787,2024-10-12,PROD_BOO_70,Books,1,13.63,13.63
309,ORD_309_409698,2024-10-12,PROD_BOO_21,Books,1,5.0,5.0
309,ORD_309_409698,2024-10-12,PROD_CLO_6,Clothing,2,24.6,49.2
597,ORD_597_440698,2024-10-12,PROD_BOO_73,Books,1,8.35,8.35
197,ORD_197_127537,2024-10-12,PROD_BEA_12,Beauty,1,5.0,5.0
458,ORD_458_753523,2024-10-13,PROD_CLO_24,Clothing,1,12.49,12.49
10,ORD_10_612340,2024-10-13,PROD_CLO_3,Clothing,1,54.3,54.3
189,ORD_189_495490,2024-10-13,PROD_BOO_61,Books,1,17.11,17.11
189,ORD_189_495490,2024-10-13,PROD_CLO_71,Clothing,1,101.82,101.82
323,ORD_323_988459,2024-10-14,PROD_BOO_55,Books,1,20.21,20.21
404,ORD_404_902903,2024-10-14,PROD_BEA_71,Beauty,2,76.59,153.19
404,ORD_404_902903,2024-10-14,PROD_BEA_33,Beauty,1,29.06,29.06
309,ORD_309_311469,2024-10-14,PROD_HOM_53,Home & Garden,1,195.91,195.91
309,ORD_309_311469,2024-10-14,PROD_BEA_46,Beauty,1,41.93,41.93
317,ORD_317_207629,2024-10-14,PROD_CLO_52,Clothing,1,38.41,38.41
332,ORD_332_963699,2024-10-14,PROD_BEA_15,Beauty,1,5.0,5.0
332,ORD_332_963699,2024-10-14,PROD_BEA_2,Beauty,1,5.0,5.0
49,ORD_49_232731,2024-10-15,PROD_BEA_36,Beauty,1,14.91,14.91
221,ORD_221_922974,2024-10-15,PROD_CLO_27,Clothing,2,5.0,10.0
147,ORD_147_486251,2024-10-15,PROD_BOO_43,Books,2,35.0,70.01
49,ORD_49_232731,2024-10-15,PROD_CLO_6,Clothing,2,85.28,170.56
566,ORD_566_693943,2024-10-15,PROD_ELE_61,Electronics,1,528.4,528.4
566,ORD_566_693943,2024-10-15,PROD_HOM_68,Home & Garden,1,76.9,76.9
733,ORD_733_279938,2024-10-15,PROD_BOO_55,Books,1,23.0,23.0
416,ORD_416_792451,2024-10-15,PROD_BEA_35,Beauty,1,74.03,74.03
259,ORD_259_122859,2024-10-16,PROD_BOO_9,Books,1,18.22,18.22
337,ORD_337_694397,2024-10-16,PROD_BOO_47,Books,1,18.87,18.87
386,ORD_386_298994,2024-10-16,PROD_BEA_73,Beauty,1,49.99,49.99
221,ORD_221_571578,2024-10-17,PROD_CLO_34,Clothing,1,80.46,80.46
221,ORD_221_571578,2024-10-17,PROD_ELE_45,Electronics,1,240.0,240.0
548,ORD_548_229620,2024-10-18,PROD_SPO_60,Sports,1,126.14,126.14
346,ORD_346_768595,2024-10-18,PROD_HOM_3,Home & Garden,2,122.01,244.01
266,ORD_266_901164,2024-10-19,PROD_BOO_29,Books,1,14.94,14.94
187,ORD_187_581294,2024-10-19,PROD_ELE_73,Electronics,1,341.53,341.53
364,ORD_364_808640,2024-10-20,PROD_CLO_64,Clothing,1,35.4,35.4
26,ORD_26_348237,2024-10-21,PROD_CLO_21,Clothing,2,88.26,176.51
230,ORD_230_739966,2024-10-21,PROD_CLO_22,Clothing,1,61.44,61.44
230,ORD_230_739966,2024-10-21,PROD_BOO_57,Books,1,17.52,17.52
468,ORD_468_451238,2024-10-22,PROD_ELE_35,Electronics,1,111.04,111.04
36,ORD_36_508396,2024-10-22,PROD_SPO_75,Sports,2,82.16,164.32
548,ORD_548_898395,2024-10-22,PROD_HOM_41,Home & Garden,2,122.67,245.35
733,ORD_733_481219,2024-10-22,PROD_BOO_70,Books,1,22.6,22.6
287,ORD_287_281276,2024-10-22,PROD_BEA_22,Beauty,1,23.93,23.93
427,ORD_427_408721,2024-10-22,PROD_CLO_67,Clothing,1,22.06,22.06
427,ORD_427_408721,2024-10-22,PROD_ELE_7,Electronics,1,190.59,190.59
714,ORD_714_903562,2024-10-23,PROD_ELE_9,Electronics,1,179.56,179.56
579,ORD_579_480631,2024-10-23,PROD_SPO_61,Sports,1,68.23,68.23
675,ORD_675_584617,2024-10-23,PROD_CLO_4,Clothing,1,29.12,29.12
48,ORD_48_842411,2024-10-23,PROD_SPO_69,Sports,1,50.89,50.89
796,ORD_796_435812,2024-10-23,PROD_ELE_19,Electronics,1,552.46,552.46
619,ORD_619_767377,2024-10-23,PROD_CLO_55,Clothing,1,63.03,63.03
248,ORD_248_257880,2024-10-23,PROD_BEA_1,Beauty,2,54.56,109.12
676,ORD_676_515943,2024-10-24,PROD_HOM_5,Home & Garden,1,116.25,116.25
463,ORD_463_608473,2024-10-24,PROD_CLO_24,Clothing,1,22.96,22.96
568,ORD_568_530189,2024-10-25,PROD_CLO_41,Clothing,1,39.59,39.59
12,ORD_12_360735,2024-10-26,PROD_BEA_25,Beauty,1,36.76,36.76
421,ORD_421_259077,2024-10-27,PROD_CLO_44,Clothing,1,113.87,113.87
693,ORD_693_154638,2024-10-27,PROD_CLO_19,Clothing,1,23.71,23.71
521,ORD_521_112782,2024-10-28,PROD_CLO_45,Clothing,1,54.98,54.98
350,ORD_350_105735,2024-10-28,PROD_BEA_1,Beauty,1,24.04,24.04
560,ORD_560_931239,2024-10-28,PROD_BEA_60,Beauty,1,63.76,63.76
521,ORD_521_112782,2024-10-28,PROD_CLO_37,Clothing,1,126.18,126.18
748,ORD_748_526261,2024-10-28,PROD_HOM_41,Home & Garden,1,123.27,123.27
468,ORD_468_985249,2024-10-29,PROD_BEA_56,Beauty,1,22.3,22.3
362,ORD_362_976960,2024-10-29,PROD_CLO_46,Clothing,1,75.54,75.54
327,ORD_327_970300,2024-10-29,PROD_SPO_29,Sports,1,135.6,135.6
733,ORD_733_369232,2024-10-29,PROD_BEA_5,Beauty,1,8.17,8.17
463,ORD_463_134697,2024-10-30,PROD_SPO_44,Sports,1,74.11,74.11
374,ORD_374_648736,2024-10-30,PROD_HOM_18,Home & Garden,1,60.03,60.03
743,ORD_743_333020,2024-10-30,PROD_ELE_49,Electronics,2,530.02,1060.04
663,ORD_663_317264,2024-10-30,PROD_BEA_29,Beauty,1,56.04,56.04
42,ORD_42_172306,2024-10-31,PROD_CLO_65,Clothing,1,91.23,91.23
475,ORD_475_814956,2024-10-31,PROD_HOM_39,Home & Garden,1,93.57,93.57
482,ORD_482_219726,2024-10-31,PROD_CLO_64,Clothing,1,68.4,68.4
482,ORD_482_219726,2024-10-31,PROD_SPO_29,Sports,1,102.87,102.87
775,ORD_775_628345,2024-10-31,PROD_CLO_3,Clothing,1,17.88,17.88
96,ORD_96_284229,2024-11-01,PROD_BOO_17,Books,1,17.58,17.58
620,ORD_620_251357,2024-11-01,PROD_BOO_65,Books,2,7.19,14.38
362,ORD_362_975498,2024-11-02,PROD_HOM_32,Home & Garden,1,127.8,127.8
160,ORD_160_801765,2024-11-02,PROD_ELE_13,Electronics,1,11.4,11.4
44,ORD_44_777278,2024-11-02,PROD_CLO_63,Clothing,1,40.51,40.51
63,ORD_63_173201,2024-11-02,PROD_SPO_36,Sports,1,138.87,138.87
574,ORD_574_910749,2024-11-03,PROD_BEA_41,Beauty,1,38.2,38.2
94,ORD_94_219346,2024-11-04,PROD_CLO_45,Clothing,2,51.03,102.06
197,ORD_197_471106,2024-11-04,PROD_HOM_71,Home & Garden,1,89.91,89.91
533,ORD_533_963308,2024-11-05,PROD_BEA_19,Beauty,1,22.62,22.62
725,ORD_725_405221,2024-11-05,PROD_BEA_19,Beauty,1,34.91,34.91
633,ORD_633_358281,2024-11-05,PROD_BEA_72,Beauty,2,38.14,76.29
782,ORD_782_383571,2024-11-05,PROD_BOO_7,Books,1,12.31,12.31
654,ORD_654_293194,2024-11-06,PROD_CLO_1,Clothing,1,27.73,27.73
549,ORD_549_242514,2024-11-07,PROD_BEA_64,Beauty,2,44.9,89.81
415,ORD_415_711324,2024-11-07,PROD_CLO_68,Clothing,1,76.61,76.61
501,ORD_501_824304,2024-11-07,PROD_CLO_43,Clothing,1,86.41,86.41
649,ORD_649_405202,2024-11-07,PROD_CLO_2,Clothing,1,30.84,30.84
649,ORD_649_405202,2024-11-07,PROD_BOO_48,Books,2,11.99,23.98
798,ORD_798_705912,2024-11-08,PROD_CLO_55,Clothing,1,63.22,63.22
307,ORD_307_794663,2024-11-09,PROD_BOO_67,Books,1,18.07,18.07
569,ORD_569_970542,2024-11-09,PROD_CLO_9,Clothing,1,39.48,39.48
35,ORD_35_535970,2024-11-09,PROD_BEA_8,Beauty,1,60.85,60.85
569,ORD_569_970542,2024-11-09,PROD_BOO_27,Books,1,25.03,25.03
327,ORD_327_678944,2024-11-10,PROD_ELE_7,Electronics,1,9.71,9.71
327,ORD_327_678944,2024-11-10,PROD_BOO_2,Books,1,22.66,22.66
701,ORD_701_136183,2024-11-10,PROD_ELE_47,Electronics,1,5.0,5.0
713,ORD_713_803176,2024-11-11,PROD_BOO_16,Books,1,22.76,22.76
511,ORD_511_402380,2024-11-11,PROD_BOO_10,Books,1,5.0,5.0
512,ORD_512_257808,2024-11-11,PROD_BOO_27,Books,1,5.57,5.57
213,ORD_213_766371,2024-11-12,PROD_BOO_23,Books,1,9.21,9.21
636,ORD_636_321092,2024-11-12,PROD_SPO_65,Sports,1,114.87,114.87
787,ORD_787_896573,2024-11-12,PROD_SPO_73,Sports,1,18.74,18.74
213,ORD_213_766371,2024-11-12,PROD_CLO_69,Clothing,1,57.29,57.29
107,ORD_107_777406,2024-11-12,PROD_BEA_55,Beauty,1,77.15,77.15
341,ORD_341_791444,2024-11-12,PROD_CLO_62,Clothing,1,69.75,69.75
341,ORD_341_791444,2024-11-12,PROD_ELE_19,Electronics,1,149.44,149.44
421,ORD_421_681896,2024-11-13,PROD_BEA_29,Beauty,1,78.29,78.29
579,ORD_579_982348,2024-11-13,PROD_CLO_7,Clothing,1,7.16,7.16
576,ORD_576_543410,2024-11-13,PROD_HOM_28,Home & Garden,1,38.35,38.35
421,ORD_421_681896,2024-11-13,PROD_CLO_36,Clothing,1,83.76,83.76
789,ORD_789_825657,2024-11-14,PROD_BOO_35,Books,1,17.44,17.44
117,ORD_117_702980,2024-11-14,PROD_BEA_31,Beauty,1,18.5,18.5
279,ORD_279_209167,2024-11-14,PROD_BEA_64,Beauty,1,88.96,88.96
572,ORD_572_347507,2024-11-14,PROD_BOO_15,Books,1,9.01,9.01
42,ORD_42_793655,2024-11-14,PROD_SPO_48,Sports,1,139.52,139.52
117,ORD_117_702980,2024-11-14,PROD_BEA_19,Beauty,1,29.24,29.24
279,ORD_279_209167,2024-11-14,PROD_BOO_19,Books,1,16.15,16.15
158,ORD_158_695551,2024-11-15,PROD_CLO_14,Clothing,1,47.44,47.44
267,ORD_267_945372,2024-11-15,PROD_BEA_46,Beauty,1,47.66,47.66
775,ORD_775_539357,2024-11-15,PROD_BEA_68,Beauty,1,29.88,29.88
426,ORD_426_560905,2024-11-16,PROD_SPO_51,Sports,1,45.15,45.15
501,ORD_501_656710,2024-11-16,PROD_CLO_5,Clothing,1,31.01,31.01
501,ORD_501_656710,2024-11-16,PROD_CLO_38,Clothing,1,27.7,27.7
728,ORD_728_472856,2024-11-16,PROD_SPO_61,Sports,1,140.04,140.04
219,ORD_219_412170,2024-11-17,PROD_BOO_5,Books,1,36.46,36.46
96,ORD_96_621546,2024-11-17,PROD_ELE_56,Electronics,1,401.84,401.84
93,ORD_93_609253,2024-11-17,PROD_BOO_57,Books,1,16.47,16.47
303,ORD_303_150578,2024-11-17,PROD_HOM_15,Home & Garden,1,120.62,120.62
158,ORD_158_451317,2024-11-18,PROD_CLO_37,Clothing,1,5.0,5.0
648,ORD_648_426806,2024-11-18,PROD_BEA_75,Beauty,1,37.51,37.51
505,ORD_505_873199,2024-11-18,PROD_BOO_75,Books,1,23.25,23.25
102,ORD_102_950360,2024-11-18,PROD_CLO_44,Clothing,1,101.12,101.12
698,ORD_698_502692,2024-11-18,PROD_ELE_63,Electronics,1,365.34,365.34
102,ORD_102_950360,2024-11-18,PROD_CLO_11,Clothing,1,24.53,24.53
507,ORD_507_969856,2024-11-18,PROD_BEA_16,Beauty,2,74.57,149.13
49,ORD_49_701949,2024-11-19,PROD_HOM_37,Home & Garden,2,7.48,14.95
48,ORD_48_478411,2024-11-19,PROD_SPO_23,Sports,1,109.16,109.16
177,ORD_177_499152,2024-11-19,PROD_BEA_60,Beauty,2,20.17,40.34
114,ORD_114_977330,2024-11-20,PROD_BOO_64,Books,1,15.24,15.24
201,ORD_201_381444,2024-11-20,PROD_BEA_64,Beauty,2,73.12,146.25
492,ORD_492_441806,2024-11-20,PROD_HOM_54,Home & Garden,2,160.55,321.09
712,ORD_712_331081,2024-11-21,PROD_BOO_33,Books,1,22.4,22.4
753,ORD_753_980184,2024-11-21,PROD_BEA_18,Beauty,1,37.72,37.72
650,ORD_650_160101,2024-11-22,PROD_CLO_31,Clothing,1,64.94,64.94
711,ORD_711_889842,2024-11-22,PROD_BEA_12,Beauty,1,45.18,45.18
97,ORD_97_624563,2024-11-22,PROD_CLO_72,Clothing,1,50.72,50.72
495,ORD_495_996536,2024-11-23,PROD_CLO_30,Clothing,1,109.15,109.15
325,ORD_325_922405,2024-11-23,PROD_ELE_7,Electronics,2,145.89,291.77
317,ORD_317_684194,2024-11-23,PROD_BOO_71,Books,2,22.37,44.74
495,ORD_495_996536,2024-11-23,PROD_BOO_12,Books,2,29.71,59.42
400,ORD_400_685549,2024-11-23,PROD_SPO_72,Sports,1,103.42,103.42
325,ORD_325_922405,2024-11-23,PROD_SPO_37,Sports,1,63.03,63.03
147,ORD_147_806537,2024-11-23,PROD_HOM_15,Home & Garden,1,103.51,103.51
317,ORD_317_532368,2024-11-24,PROD_BEA_5,Beauty,1,40.51,40.51
660,ORD_660_275566,2024-11-25,PROD_CLO_66,Clothing,1,49.52,49.52
475,ORD_475_476353,2024-11-26,PROD_CLO_43,Clothing,1,75.35,75.35
246,ORD_246_486162,2024-11-26,PROD_BOO_64,Books,1,14.73,14.73
